,Date,Post patch?,Post patch pipette R,post patch class
1176,2017-03-24,Partial-Nucleus,,Partial nucleated
1186,2017-03-27,Partial-Nucleus,,Partial nucleated
1192,2017-03-27,Partial-Nucleus,,Partial nucleated
1232,2017-03-29,Partial-Nucleus,,Partial nucleated
1237,2017-03-29,Partial-Nucleus,,Partial nucleated
1248,2017-03-29,Partial-Nucleus,,Partial nucleated
1277,2017-03-31,Partial-Nucleus,,Partial nucleated
1349,2017-04-04,Partial-Nucleus,,Partial nucleated
1404,2017-04-06,Partial-Nucleus,,Partial nucleated
1432,2017-04-07,Partial-Nucleus,,Partial nucleated
1453,2017-04-10,Partial-Nucleus,,Partial nucleated
1505,2017-04-13,Partial-Nucleus,,Partial nucleated
1512,2017-04-13,Partial-Nucleus,,Partial nucleated
1516,2017-04-13,Partial-Nucleus,,Partial nucleated
1518,2017-04-13,Partial-Nucleus,,Partial nucleated
1530,2017-04-14,Partial-Nucleus,,Partial nucleated
1542,2017-04-14,Partial-Nucleus,,Partial nucleated
1545,2017-04-14,Partial-Nucleus,,Partial nucleated
1549,2017-04-14,Partial-Nucleus,,Partial nucleated
1586,2017-04-17,Partial-Nucleus,,Partial nucleated
1587,2017-04-17,Partial-Nucleus,,Partial nucleated
1596,2017-04-18,Partial-Nucleus,,Partial nucleated
1597,2017-04-18,Partial-Nucleus,,Partial nucleated
1618,2017-04-18,Partial-Nucleus,,Partial nucleated
1662,2017-04-20,Partial-Nucleus,,Partial nucleated
1687,2017-04-21,Partial-Nucleus,,Partial nucleated
1713,2017-04-24,Partial-Nucleus,,Partial nucleated
1801,2017-04-27,Partial-Nucleus,,Partial nucleated
1835,2017-04-28,Partial-Nucleus,,Partial nucleated
1837,2017-04-28,Partial-Nucleus,,Partial nucleated
1854,2017-05-01,Partial-Nucleus,,Partial nucleated
1856,2017-05-01,Partial-Nucleus,,Partial nucleated
1868,2017-05-01,Partial-Nucleus,,Partial nucleated
1869,2017-05-01,Partial-Nucleus,,Partial nucleated
1871,2017-05-01,Partial-Nucleus,,Partial nucleated
1885,2017-05-02,Partial-Nucleus,,Partial nucleated
1887,2017-05-02,Partial-Nucleus,,Partial nucleated
1890,2017-05-02,Partial-Nucleus,,Partial nucleated
1894,2017-05-02,Partial-Nucleus,,Partial nucleated
1898,2017-05-02,Partial-Nucleus,,Partial nucleated
1905,2017-05-02,Partial-Nucleus,,Partial nucleated
1906,2017-05-02,Partial-Nucleus,,Partial nucleated
1907,2017-05-02,Partial-Nucleus,,Partial nucleated
1923,2017-05-03,Partial-Nucleus,,Partial nucleated
1941,2017-05-03,Partial-Nucleus,,Partial nucleated
1950,2017-05-04,Partial-Nucleus,,Partial nucleated
1954,2017-05-04,Partial-Nucleus,,Partial nucleated
1963,2017-05-04,Partial-Nucleus,,Partial nucleated
1965,2017-05-04,Partial-Nucleus,,Partial nucleated
1968,2017-05-04,Partial-Nucleus,,Partial nucleated
1970,2017-05-04,Partial-Nucleus,,Partial nucleated
1995,2017-05-05,Partial-Nucleus,,Partial nucleated
1996,2017-05-05,Partial-Nucleus,,Partial nucleated
1998,2017-05-05,Partial-Nucleus,,Partial nucleated
2001,2017-05-05,Partial-Nucleus,,Partial nucleated
2002,2017-05-05,Partial-Nucleus,,Partial nucleated
2006,2017-05-05,Partial-Nucleus,,Partial nucleated
2007,2017-05-05,Partial-Nucleus,,Partial nucleated
2018,2017-05-10,Partial-Nucleus,,Partial nucleated
2019,2017-05-10,Partial-Nucleus,,Partial nucleated
2030,2017-05-10,Partial-Nucleus,,Partial nucleated
2033,2017-05-10,Partial-Nucleus,,Partial nucleated
2034,2017-05-10,Partial-Nucleus,,Partial nucleated
2037,2017-05-10,Partial-Nucleus,,Partial nucleated
2048,2017-05-11,Partial-Nucleus,,Partial nucleated
2053,2017-05-11,Partial-Nucleus,,Partial nucleated
2064,2017-05-11,Partial-Nucleus,,Partial nucleated
2079,2017-05-12,Partial-Nucleus,,Partial nucleated
2086,2017-05-12,Partial-Nucleus,,Partial nucleated
2089,2017-05-12,Partial-Nucleus,,Partial nucleated
2101,2017-05-15,Partial-Nucleus,,Partial nucleated
2107,2017-05-15,Partial-Nucleus,,Partial nucleated
2112,2017-05-15,Partial-Nucleus,,Partial nucleated
2138,2017-05-16,Partial-Nucleus,,Partial nucleated
2146,2017-05-17,Partial-Nucleus,,Partial nucleated
2157,2017-05-17,Partial-Nucleus,,Partial nucleated
2158,2017-05-17,Partial-Nucleus,,Partial nucleated
2168,2017-05-17,Partial-Nucleus,,Partial nucleated
2169,2017-05-17,Partial-Nucleus,,Partial nucleated
2180,2017-05-18,Partial-Nucleus,,Partial nucleated
2181,2017-05-18,Partial-Nucleus,,Partial nucleated
2186,2017-05-18,Partial-Nucleus,,Partial nucleated
2194,2017-05-18,Partial-Nucleus,,Partial nucleated
2201,2017-05-18,Partial-Nucleus,,Partial nucleated
2206,2017-05-18,Partial-Nucleus,,Partial nucleated
2213,2017-05-19,Partial-Nucleus,,Partial nucleated
2216,2017-05-19,Partial-Nucleus,,Partial nucleated
2243,2017-05-22,Partial-Nucleus,,Partial nucleated
2256,2017-05-23,Partial-Nucleus,,Partial nucleated
2275,2017-05-23,Partial-Nucleus,,Partial nucleated
2276,2017-05-23,Partial-Nucleus,,Partial nucleated
2277,2017-05-23,Partial-Nucleus,,Partial nucleated
2278,2017-05-23,Partial-Nucleus,,Partial nucleated
2279,2017-05-23,Partial-Nucleus,,Partial nucleated
2296,2017-05-25,Partial-Nucleus,,Partial nucleated
2308,2017-05-25,Partial-Nucleus,,Partial nucleated
2312,2017-05-25,Partial-Nucleus,,Partial nucleated
2322,2017-05-26,Partial-Nucleus,,Partial nucleated
2324,2017-05-26,Partial-Nucleus,,Partial nucleated
2334,2017-05-26,Partial-Nucleus,,Partial nucleated
2337,2017-05-26,Partial-Nucleus,,Partial nucleated
2351,2017-06-01,Partial-Nucleus,,Partial nucleated
2388,2017-06-02,Partial-Nucleus,,Partial nucleated
2390,2017-06-02,Partial-Nucleus,,Partial nucleated
2398,2017-06-05,Partial-Nucleus,,Partial nucleated
2404,2017-06-05,Partial-Nucleus,,Partial nucleated
2405,2017-06-05,Partial-Nucleus,,Partial nucleated
2408,2017-06-05,Partial-Nucleus,,Partial nucleated
2410,2017-06-05,Partial-Nucleus,,Partial nucleated
2423,2017-06-06,Partial-Nucleus,,Partial nucleated
2429,2017-06-06,Partial-Nucleus,,Partial nucleated
2449,2017-06-08,Partial-Nucleus,,Partial nucleated
2459,2017-06-09,Partial-Nucleus,,Partial nucleated
2462,2017-06-09,Partial-Nucleus,,Partial nucleated
2469,2017-06-09,Partial-Nucleus,,Partial nucleated
2470,2017-06-09,Partial-Nucleus,,Partial nucleated
2480,2017-06-12,Partial-Nucleus,,Partial nucleated
2498,2017-06-12,Partial-Nucleus,,Partial nucleated
2500,2017-06-12,Partial-Nucleus,,Partial nucleated
2505,2017-06-13,Partial-Nucleus,,Partial nucleated
2520,2017-06-13,Partial-Nucleus,,Partial nucleated
2521,2017-06-13,Partial-Nucleus,,Partial nucleated
2532,2017-06-14,Partial-Nucleus,,Partial nucleated
2539,2017-06-16,Partial-Nucleus,,Partial nucleated
2542,2017-06-16,Partial-Nucleus,,Partial nucleated
2562,2017-06-19,Partial-Nucleus,,Partial nucleated
2564,2017-06-19,Partial-Nucleus,,Partial nucleated
2583,2017-06-20,Partial-Nucleus,,Partial nucleated
2584,2017-06-20,Partial-Nucleus,,Partial nucleated
2585,2017-06-20,Partial-Nucleus,,Partial nucleated
2589,2017-06-20,Partial-Nucleus,,Partial nucleated
2605,2017-06-21,Partial-Nucleus,,Partial nucleated
2613,2017-06-21,Partial-Nucleus,,Partial nucleated
2619,2017-06-21,Partial-Nucleus,,Partial nucleated
2637,2017-06-22,Partial-Nucleus,,Partial nucleated
2652,2017-06-22,Partial-Nucleus,,Partial nucleated
2684,2017-06-23,Partial-Nucleus,,Partial nucleated
2690,2017-06-23,Partial-Nucleus,,Partial nucleated
2710,2017-06-26,Partial-Nucleus,,Partial nucleated
2734,2017-06-27,Partial-Nucleus,,Partial nucleated
2735,2017-06-27,Partial-Nucleus,,Partial nucleated
2779,2017-06-28,Partial-Nucleus,,Partial nucleated
2810,2017-06-29,Partial-Nucleus,,Partial nucleated
2816,2017-06-29,Partial-Nucleus,,Partial nucleated
2819,2017-06-29,Partial-Nucleus,,Partial nucleated
2820,2017-06-29,Partial-Nucleus,,Partial nucleated
2835,2017-06-30,Partial-Nucleus,,Partial nucleated
2847,2017-07-03,Partial-Nucleus,,Partial nucleated
2849,2017-07-03,Partial-Nucleus,,Partial nucleated
2851,2017-07-03,Partial-Nucleus,,Partial nucleated
2856,2017-07-03,Partial-Nucleus,,Partial nucleated
2865,2017-07-03,Partial-Nucleus,,Partial nucleated
2868,2017-07-03,Partial-Nucleus,,Partial nucleated
2885,2017-07-05,Partial-Nucleus,,Partial nucleated
2888,2017-07-05,Partial-Nucleus,,Partial nucleated
2899,2017-07-05,Partial-Nucleus,,Partial nucleated
2999,2017-07-10,Partial-Nucleus,,Partial nucleated
3012,2017-07-10,Partial-Nucleus,,Partial nucleated
3017,2017-07-10,Partial-Nucleus,,Partial nucleated
3020,2017-07-10,Partial-Nucleus,,Partial nucleated
3021,2017-07-10,Partial-Nucleus,,Partial nucleated
3052,2017-07-12,Partial-Nucleus,,Partial nucleated
3096,2017-07-14,Partial-Nucleus,,Partial nucleated
3097,2017-07-14,Partial-Nucleus,,Partial nucleated
3118,2017-07-17,Partial-Nucleus,,Partial nucleated
3135,2017-07-18,Partial-Nucleus,,Partial nucleated
3158,2017-07-19,Partial-Nucleus,,Partial nucleated
3191,2017-07-20,Partial-Nucleus,,Partial nucleated
3195,2017-07-20,Partial-Nucleus,,Partial nucleated
3196,2017-07-20,Partial-Nucleus,,Partial nucleated
3206,2017-07-20,Partial-Nucleus,,Partial nucleated
3265,2017-07-24,Partial-Nucleus,,Partial nucleated
3276,2017-07-24,Partial-Nucleus,,Partial nucleated
3287,2017-07-25,Partial-Nucleus,,Partial nucleated
3302,2017-07-25,Partial-Nucleus,,Partial nucleated
3320,2017-07-26,Partial-Nucleus,,Partial nucleated
3329,2017-07-26,Partial-Nucleus,,Partial nucleated
3342,2017-07-26,Partial-Nucleus,,Partial nucleated
3343,2017-07-26,Partial-Nucleus,,Partial nucleated
3367,2017-07-27,Partial-Nucleus,,Partial nucleated
3368,2017-07-27,Partial-Nucleus,,Partial nucleated
3388,2017-07-28,Partial-Nucleus,,Partial nucleated
3407,2017-07-28,Partial-Nucleus,,Partial nucleated
3447,2017-08-01,Partial-Nucleus,,Partial nucleated
3463,2017-08-01,Partial-Nucleus,,Partial nucleated
3487,2017-08-02,Partial-Nucleus,,Partial nucleated
3494,2017-08-03,Partial-Nucleus,,Partial nucleated
3495,2017-08-03,Partial-Nucleus,,Partial nucleated
3501,2017-08-03,Partial-Nucleus,,Partial nucleated
3532,2017-08-07,Partial-Nucleus,,Partial nucleated
3537,2017-08-07,Partial-Nucleus,,Partial nucleated
3550,2017-08-07,Partial-Nucleus,,Partial nucleated
3552,2017-08-07,Partial-Nucleus,,Partial nucleated
3573,2017-08-08,Partial-Nucleus,,Partial nucleated
3579,2017-08-08,Partial-Nucleus,,Partial nucleated
3589,2017-08-08,Partial-Nucleus,,Partial nucleated
3591,2017-08-08,Partial-Nucleus,,Partial nucleated
3592,2017-08-08,Partial-Nucleus,,Partial nucleated
3595,2017-08-08,Partial-Nucleus,,Partial nucleated
3596,2017-08-08,Partial-Nucleus,,Partial nucleated
3620,2017-08-09,Partial-Nucleus,,Partial nucleated
3659,2017-08-11,Partial-Nucleus,,Partial nucleated
3678,2017-08-17,Partial-Nucleus,,Partial nucleated
3679,2017-08-17,Partial-Nucleus,,Partial nucleated
3705,2017-08-21,Partial-Nucleus,,Partial nucleated
3708,2017-08-23,Partial-Nucleus,,Partial nucleated
3709,2017-08-23,Partial-Nucleus,,Partial nucleated
3712,2017-08-23,Partial-Nucleus,,Partial nucleated
3727,2017-08-24,Partial-Nucleus,,Partial nucleated
3732,2017-08-24,Partial-Nucleus,,Partial nucleated
3743,2017-08-25,Partial-Nucleus,,Partial nucleated
3751,2017-08-28,Partial-Nucleus,,Partial nucleated
3753,2017-08-28,Partial-Nucleus,,Partial nucleated
3761,2017-08-29,Partial-Nucleus,,Partial nucleated
3762,2017-08-30,Partial-Nucleus,,Partial nucleated
3795,2017-09-01,Partial-Nucleus,,Partial nucleated
3815,2017-09-11,Partial-Nucleus,,Partial nucleated
3818,2017-09-11,Partial-Nucleus,,Partial nucleated
3824,2017-09-13,Partial-Nucleus,,Partial nucleated
3828,2017-09-13,Partial-Nucleus,,Partial nucleated
3833,2017-09-14,Partial-Nucleus,,Partial nucleated
3843,2017-09-15,Partial-Nucleus,,Partial nucleated
3850,2017-09-18,Partial-Nucleus,,Partial nucleated
3851,2017-09-18,Partial-Nucleus,,Partial nucleated
3858,2017-09-18,Partial-Nucleus,,Partial nucleated
3870,2017-09-19,Partial-Nucleus,,Partial nucleated
3883,2017-09-20,Partial-Nucleus,,Partial nucleated
3909,2017-09-21,Partial-Nucleus,,Partial nucleated
3928,2017-09-22,Partial-Nucleus,,Partial nucleated
3939,2017-09-22,Partial-Nucleus,,Partial nucleated
3943,2017-09-25,Partial-Nucleus,,Partial nucleated
3948,2017-09-25,Partial-Nucleus,,Partial nucleated
3955,2017-09-26,Partial-Nucleus,,Partial nucleated
3973,2017-09-26,Partial-Nucleus,,Partial nucleated
3975,2017-09-26,Partial-Nucleus,,Partial nucleated
4024,2017-10-02,Partial-Nucleus,,Partial nucleated
4073,2017-10-03,nucleus_present,300.0,Partial nucleated
4075,2017-10-03,nucleus_present,300.0,Partial nucleated
4104,2017-10-04,nucleus_present,30.0,Partial nucleated
4106,2017-10-04,nucleus_present,250.0,Partial nucleated
4107,2017-10-04,nucleus_present,50.0,Partial nucleated
4109,2017-10-04,nucleus_present,70.0,Partial nucleated
4111,2017-10-05,nucleus_present,150.0,Partial nucleated
4112,2017-10-05,nucleus_present,150.0,Partial nucleated
4118,2017-10-05,nucleus_present,150.0,Partial nucleated
4125,2017-10-05,nucleus_present,4.0,Partial nucleated
4126,2017-10-05,nucleus_present,300.0,Partial nucleated
4127,2017-10-05,nucleus_present,300.0,Partial nucleated
4135,2017-10-06,nucleus_present,200.0,Partial nucleated
4138,2017-10-06,nucleus_present,200.0,Partial nucleated
4148,2017-10-06,nucleus_present,100.0,Partial nucleated
4149,2017-10-06,nucleus_present,50.0,Partial nucleated
4159,2017-10-09,nucleus_present,100.0,Partial nucleated
4187,2017-10-10,nucleus_present,300.0,Partial nucleated
4191,2017-10-10,nucleus_present,400.0,Partial nucleated
4196,2017-10-11,nucleus_present,50.0,Partial nucleated
4206,2017-10-12,nucleus_present,50.0,Partial nucleated
4207,2017-10-12,nucleus_present,50.0,Partial nucleated
4223,2017-10-16,nucleus_present,10.0,Partial nucleated
4225,2017-10-16,nucleus_present,30.0,Partial nucleated
4234,2017-10-16,nucleus_present,3.0,Partial nucleated
4235,2017-10-16,nucleus_present,3.6,Partial nucleated
4237,2017-10-16,nucleus_present,6.0,Partial nucleated
4250,2017-10-18,nucleus_present,10.0,Partial nucleated
4258,2017-10-18,nucleus_present,100.0,Partial nucleated
4259,2017-10-18,nucleus_present,20.0,Partial nucleated
4264,2017-10-18,nucleus_present,300.0,Partial nucleated
4270,2017-10-19,nucleus_present,400.0,Partial nucleated
4272,2017-10-19,nucleus_present,5.5,Partial nucleated
4281,2017-10-20,nucleus_present,10.0,Partial nucleated
4283,2017-10-20,nucleus_present,100.0,Partial nucleated
4287,2017-10-20,nucleus_present,4.1,Partial nucleated
4304,2017-10-23,nucleus_present,400.0,Partial nucleated
4311,2017-10-24,nucleus_present,10.0,Partial nucleated
4314,2017-10-24,nucleus_present,50.0,Partial nucleated
4316,2017-10-24,nucleus_present,10.0,Partial nucleated
4326,2017-10-24,nucleus_present,3.2,Partial nucleated
4328,2017-10-24,nucleus_present,3.3,Partial nucleated
4329,2017-10-24,nucleus_present,300.0,Partial nucleated
4330,2017-10-24,nucleus_present,300.0,Partial nucleated
4333,2017-10-24,nucleus_present,200.0,Partial nucleated
4354,2017-10-25,nucleus_present,24.0,Partial nucleated
4355,2017-10-25,nucleus_present,4.2,Partial nucleated
4361,2017-10-26,nucleus_present,15.0,Partial nucleated
4364,2017-10-26,nucleus_present,100.0,Partial nucleated
4370,2017-10-26,nucleus_present,10.0,Partial nucleated
4379,2017-10-27,nucleus_present,9.0,Partial nucleated
4382,2017-10-27,nucleus_present,5.1,Partial nucleated
4384,2017-10-27,nucleus_present,4.8,Partial nucleated
4395,2017-10-30,nucleus_present,200.0,Partial nucleated
4396,2017-10-30,nucleus_present,100.0,Partial nucleated
4406,2017-10-30,nucleus_present,3.6,Partial nucleated
4407,2017-10-30,nucleus_present,6.6,Partial nucleated
4417,2017-10-30,nucleus_present,150.0,Partial nucleated
4439,2017-10-31,nucleus_present,7.5,Partial nucleated
4456,2017-11-01,nucleus_present,6.1,Partial nucleated
4459,2017-11-01,nucleus_present,100.0,Partial nucleated
4464,2017-11-02,nucleus_present,400.0,Partial nucleated
4496,2017-11-06,nucleus_present,10.0,Partial nucleated
4509,2017-11-06,nucleus_present,16.0,Partial nucleated
4519,2017-11-07,nucleus_present,50.0,Partial nucleated
4526,2017-11-07,nucleus_present,250.0,Partial nucleated
4539,2017-11-08,nucleus_present,10.0,Partial nucleated
4543,2017-11-08,nucleus_present,5.0,Partial nucleated
4564,2017-11-10,nucleus_present,200.0,Partial nucleated
4567,2017-11-10,nucleus_present,100.0,Partial nucleated
4581,2017-11-13,nucleus_present,40.0,Partial nucleated
4582,2017-11-13,nucleus_present,200.0,Partial nucleated
4583,2017-11-13,nucleus_present,10.0,Partial nucleated
4591,2017-11-13,nucleus_present,3.8,Partial nucleated
4600,2017-11-14,nucleus_present,10.0,Partial nucleated
4603,2017-11-14,nucleus_present,10.0,Partial nucleated
4620,2017-11-15,nucleus_present,200.0,Partial nucleated
4629,2017-11-15,nucleus_present,18.0,Partial nucleated
4655,2017-11-16,nucleus_present,5.4,Partial nucleated
4668,2017-11-17,nucleus_present,20.0,Partial nucleated
4677,2017-11-20,nucleus_present,200.0,Partial nucleated
4697,2017-11-22,nucleus_present,47.3,Partial nucleated
4704,2017-11-28,nucleus_present,10.0,Partial nucleated
4705,2017-11-28,nucleus_present,10.0,Partial nucleated
4708,2017-11-28,nucleus_present,400.0,Partial nucleated
4713,2017-11-28,nucleus_present,200.0,Partial nucleated
4718,2017-11-28,nucleus_present,25.0,Partial nucleated
4722,2017-11-29,nucleus_present,10.0,Partial nucleated
4736,2017-11-29,nucleus_present,200.0,Partial nucleated
4739,2017-11-29,nucleus_present,200.0,Partial nucleated
4748,2017-12-01,nucleus_present,10.0,Partial nucleated
4762,2017-12-01,nucleus_present,8.1,Partial nucleated
4771,2017-12-04,nucleus_present,250.0,Partial nucleated
4780,2017-12-04,nucleus_present,200.0,Partial nucleated
4796,2017-12-06,nucleus_present,3.7,Partial nucleated
4798,2017-12-06,nucleus_present,250.0,Partial nucleated
4799,2017-12-06,nucleus_present,300.0,Partial nucleated
4802,2017-12-06,nucleus_present,0.0,Partial nucleated
4811,2017-12-07,nucleus_present,10.0,Partial nucleated
4817,2017-12-07,nucleus_present,3.3,Partial nucleated
4830,2017-12-08,nucleus_present,9.3,Partial nucleated
4831,2017-12-08,nucleus_present,6.2,Partial nucleated
4857,2017-12-11,nucleus_present,200.0,Partial nucleated
4864,2017-12-12,nucleus_present,10.0,Partial nucleated
4874,2017-12-15,nucleus_present,300.0,Partial nucleated
4883,2017-12-15,nucleus_present,4.6,Partial nucleated
4910,2017-12-20,nucleus_present,10.0,Partial nucleated
4912,2017-12-20,nucleus_present,3.8,Partial nucleated
4923,2018-01-02,nucleus_present,35.0,Partial nucleated
4932,2018-01-03,nucleus_present,8.5,Partial nucleated
4943,2018-01-08,nucleus_present,10.0,Partial nucleated
4950,2018-01-08,nucleus_present,5.9,Partial nucleated
4957,2018-01-09,nucleus_present,10.0,Partial nucleated
4959,2018-01-09,nucleus_present,10.0,Partial nucleated
4962,2018-01-09,nucleus_present,35.0,Partial nucleated
4968,2018-01-09,nucleus_present,14.5,Partial nucleated
4971,2018-01-09,nucleus_present,400.0,Partial nucleated
4975,2018-01-10,nucleus_present,9.0,Partial nucleated
4976,2018-01-10,nucleus_present,6.5,Partial nucleated
4982,2018-01-10,nucleus_present,3.0,Partial nucleated
4987,,nucleus_present,6.5,Partial nucleated
4997,2018-01-11,nucleus_present,400.0,Partial nucleated
4999,2018-01-11,nucleus_present,3.0,Partial nucleated
5009,2018-01-12,nucleus_present,13.0,Partial nucleated
5012,2018-01-12,nucleus_present,6.8,Partial nucleated
5013,2018-01-12,nucleus_present,7.3,Partial nucleated
5015,2018-01-12,nucleus_present,4.6,Partial nucleated
5019,2018-01-12,nucleus_present,200.0,Partial nucleated
5021,2018-01-12,nucleus_present,20.0,Partial nucleated
5029,2018-01-15,nucleus_present,300.0,Partial nucleated
5030,2018-01-15,nucleus_present,22.2,Partial nucleated
5064,2018-01-19,nucleus_present,0.0,Partial nucleated
5065,2018-01-19,nucleus_present,8.5,Partial nucleated
5072,2018-01-19,nucleus_present,200.0,Partial nucleated
5076,2018-01-22,nucleus_present,5.2,Partial nucleated
5084,2018-01-22,nucleus_present,7.1,Partial nucleated
5088,2018-01-22,nucleus_present,40.0,Partial nucleated
5092,2018-01-22,nucleus_present,0.0,Partial nucleated
5122,2018-01-24,nucleus_present,20.0,Partial nucleated
5127,2018-01-24,nucleus_present,40.0,Partial nucleated
5130,2018-01-24,nucleus_present,18.5,Partial nucleated
5138,2018-01-25,nucleus_present,8.3,Partial nucleated
5139,2018-01-25,nucleus_present,7.0,Partial nucleated
5145,2018-01-26,nucleus_present,100.0,Partial nucleated
5147,2018-01-26,nucleus_present,450.0,Partial nucleated
40,2017-01-05,Entire-Cell,,Entire cell
134,2017-01-13,Entire-Cell,,Entire cell
161,2017-01-16,Entire-Cell,,Entire cell
240,2017-01-20,Entire-Cell,,Entire cell
400,2017-01-30,Entire-Cell,,Entire cell
427,2017-02-01,Entire-Cell,,Entire cell
604,2017-02-13,Entire-Cell,,Entire cell
878,2017-03-06,Entire-Cell,,Entire cell
1097,2017-03-17,Entire-Cell,,Entire cell
1294,2017-03-31,Entire-Cell,,Entire cell
1514,2017-04-13,Entire-Cell,,Entire cell
1559,2017-04-14,Entire-Cell,,Entire cell
1585,2017-04-17,Entire-Cell,,Entire cell
1588,2017-04-17,Entire-Cell,,Entire cell
1589,2017-04-17,Entire-Cell,,Entire cell
1616,2017-04-18,Entire-Cell,,Entire cell
1668,2017-04-20,Entire-Cell,,Entire cell
1754,2017-04-25,Entire-Cell,,Entire cell
1908,2017-05-02,Entire-Cell,,Entire cell
1935,2017-05-03,Entire-Cell,,Entire cell
1939,2017-05-03,Entire-Cell,,Entire cell
1940,2017-05-03,Entire-Cell,,Entire cell
2035,2017-05-10,Entire-Cell,,Entire cell
2198,2017-05-18,Entire-Cell,,Entire cell
2289,2017-05-24,Entire-Cell,,Entire cell
2353,2017-06-01,Entire-Cell,,Entire cell
2513,2017-06-13,Entire-Cell,,Entire cell
3480,2017-08-02,Entire-Cell,,Entire cell
3629,2017-08-09,Entire-Cell,,Entire cell
3742,2017-08-25,Entire-Cell,,Entire cell
3760,2017-08-29,Entire-Cell,,Entire cell
3938,2017-09-22,Entire-Cell,,Entire cell
3974,2017-09-26,Entire-Cell,,Entire cell
4076,2017-10-04,entire_cell,10.0,Entire cell
4113,2017-10-05,entire_cell,100.0,Entire cell
4121,2017-10-05,entire_cell,5.0,Entire cell
4253,2017-10-18,entire_cell,7.0,Entire cell
4254,2017-10-18,entire_cell,10.0,Entire cell
4273,2017-10-19,entire_cell,2.6,Entire cell
4280,2017-10-20,entire_cell,50.0,Entire cell
4286,2017-10-20,entire_cell,2.4,Entire cell
4457,2017-11-01,entire_cell,3.5,Entire cell
4484,2017-11-02,entire_cell,200.0,Entire cell
4569,2017-11-10,entire_cell,5.7,Entire cell
4633,2017-11-15,entire_cell,6.9,Entire cell
4639,2017-11-15,entire_cell,100.0,Entire cell
4661,2017-11-16,entire_cell,1000.0,Entire cell
4670,2017-11-17,entire_cell,19.1,Entire cell
4797,2017-12-06,entire_cell,0.0,Entire cell
4851,2017-12-11,entire_cell,2000.0,Entire cell
5031,2018-01-15,entire_cell,11.0,Entire cell
5119,2018-01-24,entire_cell,4.0,Entire cell
5153,2018-01-26,entire_cell,11.5,Entire cell
